pair_id,moral_text,764_11_high_output_neutral_act,764_11_high_output_moral_act,difference
58,He aimed to embody calmness under pressure. He remained composed during the crisis.,0.4606286883,0.5426625013,0.082033813
59,She sought to be someone who shows dedication. She practiced her presentation multiple times.,0.3022135198,0.745718658,0.4435051382
60,He wanted to act with the optimism he valued. He focused on potential solutions.,0.1844864637,0.6981989145,0.5137124509
61,She aimed to demonstrate sensitivity to others. She asked about dietary restrictions.,0.2964132726,0.5750302672,0.2786169946
62,He sought to embody reasonableness in negotiations. He proposed a middle ground.,0.04956693202,0.4879871905,0.4384202585
63,She wanted to be someone who shows appreciation. She recognized her team's hard work.,0.3660879731,0.7679097056,0.4018217325
64,He aimed to act with the thoroughness he prized. He reviewed every detail of the contract.,0.2412437797,0.4673744738,0.2261306942
65,She sought to demonstrate grace under criticism. She thanked the reviewer for their input.,0.1903076917,0.5182285309,0.3279208392
66,He wanted to embody consistency in his habits. He maintained his morning routine.,0.3097212315,0.4779674411,0.1682462096
67,She aimed to be someone who shows foresight. She prepared for potential complications.,0.151135236,0.7177738547,0.5666386187
68,He sought to act with the clarity he admired. He explained the concept simply.,0.4915469289,0.7388028502,0.2472559214
69,She wanted to demonstrate commitment to growth. She enrolled in professional development courses.,0.1917720139,0.5026524663,0.3108804524
70,He aimed to embody decisiveness in leadership. He made the tough call quickly.,0.3888986111,0.4573896825,0.06849107146
71,She sought to be someone who shows balance. She allocated time for both work and family.,0.1314428002,0.6254102588,0.4939674586
72,He wanted to act with the humility he respected. He asked for help when needed.,0.4757112563,0.8832547665,0.4075435102
73,She aimed to demonstrate kindness without expectation. She helped the stranger with directions.,0.6127043366,0.7433789968,0.1306746602
74,He sought to embody truthfulness in all dealings. He corrected the error in his favor.,0.207239002,0.4773339629,0.2700949609
75,She wanted to be someone who shows courage. She voiced her unpopular opinion.,0.2326577753,0.943860054,0.7112022787
76,He aimed to act with the generosity he admired. He offered his seat to another passenger.,0.4821034372,0.6828869581,0.2007835209
77,She sought to demonstrate respect for differences. She learned about her colleague's culture.,0.1740418673,0.4895636737,0.3155218065
78,He wanted to embody patience in teaching. He explained the concept again.,0.4695944488,0.6254531741,0.1558587253
79,She aimed to be someone who shows independence. She solved the problem herself.,0.3548575938,0.9269742966,0.5721167028
80,He sought to act with the confidence he was building. He presented his ideas to management.,0.5550751686,0.7024609447,0.147385776
81,She wanted to demonstrate reliability to her family. She kept her promise to attend.,0.4092400074,0.7964991927,0.3872591853
82,He aimed to embody fairness in competition. He acknowledged his opponent's skill.,0.470476836,0.5250285864,0.05455175042
83,She sought to be someone who shows wisdom. She waited before responding to the email.,0.5704378486,0.8837676644,0.3133298159
84,He wanted to act with the integrity he valued. He returned the extra change.,0.1996886879,0.7626494765,0.5629607886
85,She aimed to demonstrate compassion in her practice. She spent extra time with anxious patients.,0.3837985992,0.5156159401,0.1318173409
86,He sought to embody responsibility in his choices. He designated a driver for the evening.,0.1890004873,0.4528403282,0.2638398409
87,She wanted to be someone who shows gratitude. She acknowledged the mentor's influence.,0.487051785,0.8236685395,0.3366167545
88,He aimed to act with the honesty he prized. He disclosed his conflict of interest.,0.2247462124,0.6001750231,0.3754288107
89,She sought to demonstrate perseverance through difficulty. She completed the marathon despite pain.,0.468652457,0.4730662704,0.004413813353
90,He wanted to embody thoughtfulness in gifts. He chose something personally meaningful.,0.5604664087,0.4307463765,-0.1297200322
91,She aimed to be someone who shows respect. She learned to pronounce names correctly.,0.3519517183,0.9642127752,0.6122610569
92,He sought to act with the authenticity he admired. He admitted when he didn't understand.,0.6825705171,0.9419342875,0.2593637705
93,She wanted to demonstrate loyalty to her principles. She declined the questionable opportunity.,0.384398669,0.648624301,0.264225632
94,He aimed to embody attentiveness to detail. He proofread the document carefully.,0.1567081362,0.3937051892,0.236997053
95,She sought to be someone who shows empathy. She validated her friend's feelings.,0.2379778624,0.8380741477,0.6000962853
96,He wanted to act with the consideration he valued. He parked within the designated lines.,0.3992452621,0.638695538,0.2394502759
97,She aimed to demonstrate openness to feedback. She requested honest critiques.,0.3646961153,0.431094408,0.06639829278
98,He sought to embody self-control in spending. He stuck to his budget at the store.,0.143713817,0.3510330319,0.2073192149
99,She wanted to be someone who shows initiative. She organized the office recycling program.,0.1458612084,0.8333682418,0.6875070333
100,He aimed to act with the dignity he respected. He maintained composure during the layoff.,0.5667570233,0.7070362568,0.1402792335
101,She sought to demonstrate flexibility with others. She adjusted her plans to accommodate.,0.1543821096,0.584243536,0.4298614264
102,He wanted to embody dedication to his craft. He practiced even on vacation.,0.3173573613,0.53789258,0.2205352187
103,She aimed to be someone who shows understanding. She gave her friend time to process.,0.589617908,0.8096581101,0.2200402021
104,He sought to act with the maturity he was developing. He took responsibility for the team's mistake.,0.4212665558,0.6185765862,0.1973100305
105,She wanted to demonstrate grace in victory. She complimented her opponent's effort.,0.3568603396,0.6699351072,0.3130747676
106,He aimed to embody trustworthiness with information. He protected his friend's secret.,0.5775839686,0.4973119795,-0.08027198911
107,She sought to be someone who shows determination. She retook the failed exam.,0.4055269957,0.8967105746,0.491183579
108,He wanted to act with the kindness he appreciated. He helped carry the heavy groceries.,0.5385476351,0.8425031304,0.3039554954
109,She aimed to demonstrate wisdom in counsel. She offered thoughtful advice.,0.3665505052,0.5265228152,0.1599723101
110,He sought to embody courage in standing alone. He maintained his position despite pressure.,0.3073693812,0.7553871274,0.4480177462
111,She wanted to be someone who shows sincerity. She gave genuine compliments.,0.5541167259,1.016706944,0.4625902176
112,He aimed to act with the patience he was learning. He waited for the right moment to speak.,0.8391429186,0.7722007036,-0.06694221497
113,She sought to demonstrate respect for boundaries. She asked before borrowing items.,0.295528084,0.4962600172,0.2007319331
114,He wanted to embody accountability in mistakes. He informed clients of the delay.,0.2197378874,0.5379954576,0.3182575703
115,She aimed to be someone who shows resilience. She started over after the failure.,0.2896559536,0.9308659434,0.6412099898
116,He sought to act with the generosity he could afford. He contributed to the colleague's fund.,0.07281291485,0.5294781923,0.4566652775
117,She wanted to demonstrate commitment to improvement. She sought feedback after each presentation.,0.4719339907,0.5181547403,0.04622074962
118,He aimed to embody honesty even when difficult. He admitted his role in the problem.,0.4655874372,0.516705215,0.05111777782
119,She sought to be someone who shows persistence. She continued her research despite setbacks.,0.2848673463,0.7519019842,0.4670346379
120,He wanted to act with the empathy he felt. He checked on his grieving neighbor.,0.3987050354,0.7954846025,0.396779567
121,She aimed to demonstrate fairness in grading. She used the same criteria for all students.,0.1531527936,0.3841594458,0.2310066521
122,He sought to embody moderation in his habits. He limited his social media use.,0.1712972522,0.4452472627,0.2739500105
123,She wanted to be someone who shows appreciation. She thanked the maintenance staff.,0.6046503782,0.9688314199,0.3641810417
124,He aimed to act with the consideration he believed in. He cleaned the shared kitchen after use.,0.05946760997,0.4146181047,0.3551504947
125,She sought to demonstrate openness to learning. She asked questions about unfamiliar topics.,0.4824123979,0.4054385126,-0.0769738853
126,He wanted to embody reliability as a friend. He kept plans despite better offers.,0.2114027888,0.4095674157,0.198164627
127,She aimed to be someone who shows humility. She credited her team for successes.,0.2527535856,0.7981706262,0.5454170406
128,He sought to act with the authenticity he valued. He expressed his genuine preferences.,0.3732319474,0.5819640756,0.2087321281
129,She wanted to demonstrate patience with learning. She helped the slow reader without rushing.,0.4702399671,0.6603226662,0.1900826991
130,He aimed to embody respect for property. He returned the borrowed tools promptly.,0.4264980853,0.494261533,0.06776344776
131,She sought to be someone who shows courage. She reported the workplace harassment.,0.1744563878,0.8377079964,0.6632516086
132,He wanted to act with the wisdom he'd gained. He chose long-term benefits over quick gains.,0.06836043298,0.6006618142,0.5323013812
133,She aimed to demonstrate consideration for nature. She picked up litter on her walk.,0.2781706154,0.3792371452,0.1010665298
134,He sought to embody self-discipline in his diet. He declined the offered dessert.,0.3454617262,0.3093158305,-0.03614589572
135,She wanted to be someone who shows loyalty. She supported her friend's new venture.,0.4664216936,0.972168386,0.5057466924
136,He aimed to act with the integrity he promised. He honored the verbal agreement.,0.3232625127,0.7331824303,0.4099199176
137,She sought to demonstrate kindness in small ways. She left an encouraging note.,0.1084010378,0.5584976077,0.45009657
138,He wanted to embody responsibility for his health. He scheduled regular checkups.,0.3317157924,0.5042530298,0.1725372374
139,She aimed to be someone who shows understanding. She accommodated different working styles.,0.1956911683,0.7653372288,0.5696460605
140,He sought to act with the honesty that mattered. He disclosed his lack of experience.,0.2444204539,0.4874767661,0.2430563122
141,She wanted to demonstrate grace in relationships. She forgave the forgotten birthday.,0.1935482919,0.5745631456,0.3810148537
142,He aimed to embody thoroughness in his work. He verified all sources twice.,0.2533561885,0.4622475505,0.208891362
143,She sought to be someone who shows respect. She waited for others to finish speaking.,1.021686792,1.102275848,0.08058905602
144,He wanted to act with the compassion he felt. He offered comfort to the upset child.,0.4152987003,0.774307251,0.3590085506
145,She aimed to demonstrate dedication to quality. She redid the substandard work.,0.1890640855,0.3662240505,0.177159965
146,He sought to embody fairness in distribution. He ensured everyone got equal time.,0.6407731771,0.5196861625,-0.1210870147
147,She wanted to be someone who shows gratitude. She remembered those who helped her succeed.,0.9735165834,1.264524102,0.2910075188
148,He aimed to act with the modesty he learned. He shared credit with collaborators.,0.4603676498,0.6998114586,0.2394438088
149,She sought to demonstrate flexibility in planning. She adapted to unexpected changes.,0.2207885683,0.365149945,0.1443613768
150,He wanted to embody persistence in his goals. He continued despite repeated rejections.,0.2867937684,0.4102142453,0.1234204769
151,She aimed to be someone who shows empathy. She listened without offering solutions.,0.386611253,0.8554189801,0.4688077271
152,He sought to act with the consideration he practiced. He texted before visiting.,0.7543872595,0.7233731151,-0.03101414442
153,She wanted to demonstrate honesty in reviews. She gave balanced feedback.,0.4500981867,0.5556812882,0.1055831015
154,He aimed to embody patience with technology. He helped without showing frustration.,0.5892995596,0.6367275715,0.04742801189
155,She sought to be someone who shows initiative. She addressed problems before being asked.,0.3303323984,0.9181368351,0.5878044367
156,He wanted to act with the respect he believed in. He knocked before entering.,0.6022940278,0.8898058534,0.2875118256
157,She aimed to demonstrate wisdom in spending. She researched before major purchases.,0.2422784269,0.4332515597,0.1909731328
158,He sought to embody kindness in his manner. He spoke gently to service workers.,0.6454302073,0.8717594743,0.226329267
159,She wanted to be someone who shows reliability. She followed through on casual promises.,0.3947621882,0.932488203,0.5377260149
160,He aimed to act with the authenticity he chose. He wore what felt comfortable to him.,0.1024924815,0.6660183072,0.5635258257
161,She sought to demonstrate understanding of limits. She respected her friend's need for space.,0.2645195127,0.404238075,0.1397185624
162,He wanted to embody consideration in shared spaces. He wore headphones for his music.,0.08627229929,0.390063107,0.3037908077
163,She aimed to be someone who shows persistence. She applied for grants repeatedly.,0.2615185678,0.8063371778,0.54481861
164,He sought to act with the maturity expected. He handled criticism professionally.,0.4078596234,0.6044883132,0.1966286898
165,She wanted to demonstrate loyalty to truth. She corrected the misrepresented facts.,0.371494621,0.6215882301,0.2500936091
166,He aimed to embody generosity with knowledge. He shared his expertise freely.,0.4107115567,0.5330927372,0.1223811805
167,She sought to be someone who shows courage. She tried despite fear of failure.,0.4240476191,0.8542504311,0.430202812
168,He wanted to act with the empathy he developed. He considered how others might feel.,0.3252990544,0.997145772,0.6718467176
169,She aimed to demonstrate respect for time. She ended the meeting punctually.,0.3701788783,0.5997183323,0.229539454
170,He sought to embody honesty in small things. He pointed out the pricing error.,0.1800848842,0.5258198977,0.3457350135
171,She wanted to be someone who shows determination. She trained through difficult weather.,0.2287755758,0.9356070161,0.7068314403
172,He aimed to act with the kindness he could. He offered his umbrella to a stranger.,0.2665301263,0.7405222058,0.4739920795
173,She sought to demonstrate patience with mistakes. She calmly corrected the errors.,0.3903970718,0.679266572,0.2888695002
174,He wanted to embody accountability for impact. He apologized for unintended harm.,0.5346201658,0.5771687031,0.04254853725
175,She aimed to be someone who shows respect. She asked permission before photographing.,0.4590130448,1.013563514,0.5545504689
176,He sought to act with the consideration needed. He gave advance notice of changes.,0.181526795,0.3770244122,0.1954976171
177,She wanted to demonstrate wisdom in conflicts. She chose her battles carefully.,0.5445085168,0.5824039578,0.03789544106
178,He aimed to embody reliability in communication. He responded to messages promptly.,0.3103965223,0.5487749577,0.2383784354
179,She sought to be someone who shows humility. She acknowledged what she didn't know.,0.458763659,0.9749872684,0.5162236094
180,He wanted to act with the honesty required. He reported his own mistake.,0.2287935615,0.6161676049,0.3873740435
181,She aimed to demonstrate compassion for struggle. She offered help without judgment.,0.4117622674,0.507348001,0.09558573365
182,He sought to embody fairness in decisions. He considered all perspectives equally.,0.3376635313,0.5517674088,0.2141038775
183,She wanted to be someone who shows gratitude. She appreciated small gestures.,0.4084612131,0.9579874873,0.5495262742
184,He aimed to act with the integrity needed. He refused the inappropriate request.,0.2348807901,0.5487635732,0.3138827831
185,She sought to demonstrate respect for privacy. She avoided sharing others' information.,0.3761216998,0.4371723235,0.06105062366
186,He wanted to embody patience in teaching. He explained until understanding dawned.,0.4122905731,0.5012934208,0.08900284767
187,She aimed to be someone who shows kindness. She included the overlooked colleague.,0.3078132868,0.8670634031,0.5592501163
188,He sought to act with the wisdom gained. He learned from past mistakes.,0.4111643434,0.4934414029,0.08227705956
189,She wanted to demonstrate consideration for comfort. She adjusted the temperature for others.,0.2010450661,0.4953724146,0.2943273485
190,He aimed to embody thoroughness in safety. He checked all equipment before use.,0.3850169182,0.5606656075,0.1756486893
191,She sought to be someone who shows courage. She stood up for her beliefs.,0.805480957,1.098786473,0.2933055162
192,He wanted to act with the empathy warranted. He validated others' experiences.,0.3784269989,0.6692271829,0.290800184
193,She aimed to demonstrate honesty in assessment. She accurately evaluated her performance.,0.3642294109,0.5882065892,0.2239771783
194,He sought to embody respect for expertise. He deferred to those more knowledgeable.,0.4930519462,0.510076344,0.01702439785
195,She wanted to be someone who shows resilience. She bounced back from criticism.,0.2784675956,0.8901647329,0.6116971374
196,He aimed to act with the consideration appropriate. He minimized disruptions during work.,0.5951963067,0.3973557651,-0.1978405416
197,She sought to demonstrate loyalty to commitments. She honored her prior obligations.,0.1885211319,0.5251069665,0.3365858346
198,He wanted to embody self-control with temptation. He stayed within reasonable limits.,0.4539521635,0.5973194838,0.1433673203
199,She aimed to be someone who shows appreciation. She noticed others' efforts.,0.4882313609,0.9126150012,0.4243836403
200,He sought to act with the maturity developed. He avoided petty arguments.,0.4941083789,0.5045642853,0.01045590639
201,She wanted to demonstrate grace with mistakes. She accepted errors without blame.,0.3325567245,0.5925938487,0.2600371242
202,He aimed to embody diligence in preparation. He practiced thoroughly beforehand.,0.4754348099,0.5296126008,0.05417779088
203,She sought to be someone who shows empathy. She recognized others' struggles.,0.5790377259,0.9707243443,0.3916866183
204,He wanted to act with the honesty crucial. He clarified misunderstandings immediately.,0.5578771234,0.5607901812,0.002913057804
205,She aimed to demonstrate wisdom in relationships. She set healthy boundaries.,0.1799129248,0.5344752669,0.3545623422
206,He sought to embody kindness in critique. He delivered feedback constructively.,0.3888821304,0.4540476203,0.06516548991
207,She wanted to be someone who shows determination. She persisted through obstacles.,0.6009883881,1.049934268,0.4489458799
208,He aimed to act with the respect deserved. He valued others' contributions.,0.288659066,0.5989201069,0.3102610409
209,She sought to demonstrate patience with progress. She allowed time for growth.,0.264893204,0.5451334715,0.2802402675
210,He wanted to embody consideration for wellbeing. He checked on overwhelmed colleagues.,0.3359223902,0.6143394709,0.2784170806
211,She aimed to be someone who shows authenticity. She expressed her true thoughts.,0.4926169217,0.8325289488,0.3399120271
212,He sought to act with the fairness expected. He distributed resources equitably.,0.3906585276,0.4353701174,0.04471158981
213,She wanted to demonstrate humility in success. She remained grounded after promotion.,0.5558350086,0.6910626888,0.1352276802
214,He aimed to embody responsibility for environment. He reduced his waste production.,0.167859301,0.3612476885,0.1933883876
215,She sought to be someone who shows understanding. She accepted different viewpoints.,0.4379259646,0.8973039985,0.4593780339
216,He wanted to act with the compassion fitting. He accommodated special circumstances.,0.404779911,0.5216391087,0.1168591976
217,She aimed to demonstrate reliability in hardship. She maintained her commitments despite stress.,0.3829552531,0.3762597144,-0.006695538759
218,He sought to embody wisdom in communication. He chose words that built bridges.,0.3525673747,0.5924068689,0.2398394942
219,She wanted to be someone who shows gratitude. She expressed thanks for routine help.,0.6833414435,0.8641711473,0.1808297038
220,He aimed to act with the honesty vital. He acknowledged uncomfortable truths.,0.3887171447,0.5069721341,0.1182549894
221,She sought to demonstrate courage in change. She embraced new challenges.,0.3515808582,0.5585881472,0.2070072889
222,He wanted to embody patience with imperfection. He accepted others' limitations.,0.525102675,0.618501246,0.09339857101
223,She aimed to be someone who shows respect. She honored others' choices.,0.5209417939,0.9584233165,0.4374815226
224,He sought to act with the kindness possible. He offered encouragement freely.,0.9206364155,0.6896594763,-0.2309769392
225,She wanted to demonstrate consideration for feelings. She delivered news gently.,0.581907928,0.5266670585,-0.05524086952
226,He aimed to embody integrity in competition. He competed fairly despite temptation.,0.6120612621,0.751516521,0.1394552588
227,She sought to be someone who shows persistence. She continued toward her goals.,0.6188377738,0.8464437127,0.2276059389
228,He wanted to act with the empathy appropriate. He considered others' perspectives first.,0.5625015497,0.6044889092,0.04198735952
229,She aimed to demonstrate wisdom in judgment. She avoided hasty conclusions.,0.3918720186,0.4886342287,0.09676221013
230,He sought to embody respect for differences. He embraced diverse approaches.,0.3519726694,0.5726465583,0.2206738889
231,She wanted to be someone who shows loyalty. She stood by her commitments.,0.5503450632,1.083727956,0.5333828926
232,He aimed to act with the maturity gained. He took feedback gracefully.,0.6978464127,0.6631896496,-0.03465676308
233,She sought to demonstrate honesty in dealings. She disclosed all relevant facts.,0.211459294,0.490626514,0.27916722
234,He wanted to embody kindness in leadership. He mentored junior colleagues.,0.6348742247,0.7644366622,0.1295624375
235,She aimed to be someone who shows resilience. She recovered from setbacks quickly.,0.452316761,0.8876954317,0.4353786707
236,He sought to act with the consideration needed. He thought before speaking.,0.5452981591,0.6272018552,0.08190369606
237,She wanted to demonstrate patience with learning. She allowed herself time to improve.,0.554031074,0.635250926,0.08121985197
238,He aimed to embody fairness in judgment. He evaluated based on merit.,0.3052567244,0.4764270782,0.1711703539
239,She sought to be someone who shows empathy. She comforted those in distress.,0.8314816356,1.068364143,0.2368825078
240,He wanted to act with the authenticity valued. He remained true to himself.,0.7201107144,0.7051141858,-0.01499652863
241,She aimed to demonstrate respect for effort. She acknowledged attempts made.,0.643044889,0.5414174795,-0.1016274095
242,He sought to embody moderation in lifestyle. He balanced work and rest.,0.3908089697,0.4411764145,0.05036744475
243,She wanted to be someone who shows gratitude. She thanked those often forgotten.,0.5329018235,1.014412761,0.4815109372
244,He aimed to act with the wisdom needed. He sought advice when uncertain.,0.5224570632,0.5616149902,0.03915792704
245,She sought to demonstrate courage in truth. She spoke up when necessary.,0.8811058402,0.8719872236,-0.009118616581
246,He wanted to embody consideration for others. He shared resources generously.,0.3278444707,0.6418493986,0.3140049279
247,She aimed to be someone who shows humility. She learned from everyone.,0.9527570605,0.944484055,-0.008273005486
248,He sought to act with the honesty required. He admitted his limitations.,0.5226970315,0.5705222487,0.04782521725
249,She wanted to demonstrate kindness in action. She helped without being asked.,0.6556156874,0.7870725393,0.131456852
250,He aimed to embody responsibility for growth. He invested in self-improvement.,0.1674509346,0.3103415072,0.1428905725
251,She sought to be someone who shows understanding. She listened more than spoke.,0.8192927837,1.112237453,0.2929446697
252,He wanted to act with the respect warranted. He treated everyone equally.,1.138098359,0.9086376429,-0.2294607162
253,He wanted to demonstrate patience in challenging situations. He waited for the elderly customer to count their change.,0.5805063844,0.6709515452,0.09044516087
254,She aimed to be someone who acts with integrity. She reported the accounting error to her supervisor.,0.2459504306,0.8395755887,0.5936251581
255,He strived to embody reliability in his commitments. He arrived at the meeting fifteen minutes early.,0.5236521363,0.7011950612,0.1775429249
256,She sought to cultivate generosity in her daily life. She shared her lunch with the new coworker.,0.05803593993,0.3117489219,0.2537129819
257,He wanted to be the type of person who shows courage. He spoke up during the budget discussion.,0.5173273087,0.8550135493,0.3376862407
258,She aimed to demonstrate compassion in difficult moments. She visited her neighbor in the hospital.,0.3953660131,0.6021473408,0.2067813277
259,He sought to be someone who acts with honesty. He admitted his mistake in the calculation.,0.100512296,0.735016644,0.634504348
260,She wanted to embody thoughtfulness in her interactions. She remembered her colleague's birthday.,0.2798598111,0.539087832,0.2592280209
261,He strived to show humility in his achievements. He credited the team for the project's success.,0.272511512,0.5907979012,0.3182863891
262,She aimed to be someone who demonstrates fairness. She divided the bonus equally among staff.,0.1758202165,0.7526391149,0.5768188983
263,He wanted to cultivate self-discipline in his habits. He declined the third drink at the party.,0.3290525377,0.3930908144,0.06403827667
264,She sought to be the kind of person who shows respect. She learned her clients' preferred names.,0.1379876882,0.7137603164,0.5757726282
265,He aimed to demonstrate perseverance through challenges. He completed the marathon despite the rain.,0.404437542,0.4608316422,0.05639410019
266,She wanted to embody graciousness in her responses. She thanked the critic for their feedback.,0.2314679325,0.4863493145,0.254881382
267,He strived to show wisdom in his choices. He chose the sustainable option for packaging.,0.05074696988,0.5863134265,0.5355664566
268,She sought to be someone who acts with diligence. She reviewed all the contract details carefully.,0.247815609,0.72582829,0.478012681
269,He wanted to demonstrate loyalty to his principles. He refused the questionable business deal.,0.2685490549,0.6306269169,0.362077862
270,She aimed to cultivate mindfulness in her work. She double-checked each data entry.,0.1180958599,0.3119853735,0.1938895136
271,He sought to embody dependability in relationships. He kept his promise to help move furniture.,0.5148486495,0.6624997854,0.1476511359
272,She wanted to be the type of person who shows initiative. She organized the community cleanup event.,0.09667092562,0.6766040921,0.5799331665
273,He strived to demonstrate prudence in decisions. He researched all options before investing.,0.2037021071,0.5848140121,0.381111905
274,She aimed to show fortitude during setbacks. She resubmitted the grant proposal after rejection.,0.2874635756,0.4744459689,0.1869823933
