pair_id,moral_text,974_11_high_output_neutral_act,974_11_high_output_moral_act,difference
49,He felt bound by his obligation to preserve evidence integrity. He wore gloves while handling the documents.,0.6067879796,0.7039958239,0.09720784426
50,She understood that the agreement required mutual notification of changes. She informed her partner about the revision.,0.622748971,1.001690984,0.3789420128
51,He recognized that regulations mandated specific disposal procedures. He followed the waste management protocol.,0.4741308987,0.7987485528,0.3246176541
52,She felt obligated by her commitment to maintain accurate records. She corrected the clerical error immediately.,0.6317717433,0.8933199048,0.2615481615
53,He understood that his role required protecting classified information. He locked the files in the secure cabinet.,0.5900531411,0.9430196881,0.352966547
54,She recognized that policy prohibited retroactive changes. She applied the new rate going forward only.,0.3973674774,0.9073879719,0.5100204945
55,He felt bound by the non-compete clause in his contract. He declined to join the rival company.,0.7990404963,0.8575630188,0.05852252245
56,She understood that regulations required disclosure of material facts. She revealed the previous water damage.,0.4979896545,1.104962826,0.6069731712
57,He recognized that his commitment required consistent enforcement. He applied the same penalty to all violations.,0.3345937133,0.743285954,0.4086922407
58,She felt obligated by the testing protocol requirements. She administered the assessment under standard conditions.,0.7894772291,0.9381768107,0.1486995816
59,He understood that proper governance required documented decisions. He recorded the board's resolution in writing.,0.3005240858,1.12443006,0.8239059746
60,She recognized that her agreement specified response timeframes. She replied to the inquiry within two days.,0.2782675922,0.8498234749,0.5715558827
61,He felt bound by his obligation to verify credentials. He checked all references before hiring.,0.6344073415,0.6393227577,0.004915416241
62,She understood that the permit conditions restricted operating hours. She closed the venue at midnight.,0.4386755228,1.216083527,0.7774080038
63,He recognized that procedural rules required advance notice. He submitted his request three weeks early.,0.4195887148,0.606126368,0.1865376532
64,She felt obligated by the principle of equal access. She provided materials in multiple formats.,0.7473500371,1.105375886,0.3580258489
65,He understood that his certification required specific documentation. He maintained detailed training logs.,0.7015832067,1.090414762,0.3888315558
66,She recognized that regulations prohibited certain additives. She reformulated the product recipe.,0.3556880355,0.8285759687,0.4728879333
67,He felt bound by his commitment to price transparency. He disclosed all fees upfront.,0.5383523107,0.7236998677,0.1853475571
68,She understood that protocol required witness signatures. She obtained two signatures on the form.,0.4680806696,0.9883236885,0.5202430189
69,He recognized that his agreement prohibited soliciting former clients. He removed them from his mailing list.,0.4422131777,0.832452178,0.3902390003
70,She felt obligated by established security procedures. She verified identification before granting access.,0.6816522479,0.8112667799,0.129614532
71,He understood that regulations required periodic inspections. He scheduled the safety review for March.,0.6278175116,0.8994043469,0.2715868354
72,She recognized that her contract specified deliverable deadlines. She submitted the report on the due date.,0.4483988583,0.9802042842,0.5318054259
73,He felt bound by his obligation to maintain confidentiality. He shredded the sensitive documents.,0.4753036499,0.7715312839,0.296227634
74,She understood that policy required supervisor approval for overtime. She obtained permission before staying late.,0.7161973119,1.271235347,0.5550380349
75,He recognized that the rules prohibited personal relationships with clients. He maintained professional boundaries.,0.6913041472,1.119176269,0.4278721213
76,She felt obligated by the terms of the legal settlement. She ceased all contact as required.,0.5714037418,1.006188869,0.4347851276
77,He understood that his position required impartial evaluation. He used standardized criteria for all reviews.,0.6898623705,1.135730267,0.4458678961
78,She recognized that regulations mandated specific qualifications. She verified the candidate's certification.,0.6041071415,1.019369125,0.4152619839
79,He felt bound by his commitment to fair representation. He presented both sides of the issue.,0.5581714511,0.6988987923,0.1407273412
80,She understood that the contract required itemized billing. She detailed each charge separately.,0.9247964621,1.112115979,0.1873195171
81,He recognized that protocol prohibited unauthorized modifications. He left the original settings unchanged.,0.4626312256,0.9311110973,0.4684798717
82,She felt obligated by the agreed-upon payment schedule. She sent the check on the first.,0.4613317847,0.7395310402,0.2781992555
83,He understood that regulations required proper ventilation standards. He installed additional air circulation systems.,0.3217999339,1.010135412,0.6883354783
84,She recognized that her oath required reporting regulatory violations. She notified the compliance office immediately.,0.5621659756,0.6612848639,0.09911888838
85,He felt bound by his obligation to maintain data integrity. He backed up all files daily.,0.4834060669,0.8155277371,0.3321216702
86,She understood that policy prohibited discrimination in hiring. She evaluated candidates based on qualifications only.,0.579084754,1.185071111,0.6059863567
87,He recognized that the agreement required joint approval for changes. He consulted his business partner first.,0.3692545593,0.7775868773,0.4083323181
88,She felt obligated by professional standards of documentation. She recorded detailed session notes.,0.287979424,0.9278719425,0.6398925185
89,He understood that regulations mandated minimum coverage requirements. He purchased adequate insurance limits.,0.6280212402,1.117979646,0.4899584055
90,She recognized that her contract prohibited competing interests. She dissolved her side business.,0.4802515507,1.136757731,0.6565061808
91,He felt bound by his commitment to transparent communication. He disclosed the schedule changes promptly.,0.258933574,0.7624059319,0.503472358
92,She understood that proper procedure required calibrated instruments. She verified the scale accuracy daily.,0.3097526431,0.9880223274,0.6782696843
93,He recognized that rules prohibited altering official records. He left the document unmodified.,0.4963310063,0.92019701,0.4238660038
94,She felt obligated by the principle of sequential processing. She handled requests in order received.,0.3416918218,0.940369904,0.5986780822
95,He understood that his license required maintaining competency. He completed the certification renewal course.,0.9427350163,1.230684757,0.2879497409
96,She recognized that policy mandated incident reporting. She filed the accident report that day.,0.6462306976,0.6979400516,0.05170935392
97,He felt bound by his obligation to provide accurate information. He verified all facts before publishing.,0.4902935326,0.6893025637,0.1990090311
98,She understood that regulations required preserving records. She archived the files for seven years.,0.4013489783,1.237224102,0.8358751237
99,He recognized that the code prohibited self-dealing. He abstained from the investment opportunity.,0.6509619355,0.7961446643,0.1451827288
100,She felt obligated by her commitment to standardized procedures. She followed the checklist exactly.,0.5004857779,0.958635807,0.4581500292
101,He understood that proper protocol required chain of command. He reported to his immediate supervisor.,0.5148717761,0.9629730582,0.4481012821
102,She recognized that regulations specified temperature requirements. She maintained the cold storage properly.,0.4172504246,1.169880629,0.752630204
103,He felt bound by his agreement to exclusive territory. He avoided selling in restricted areas.,0.6323522329,0.8232659101,0.1909136772
104,She understood that policy required background checks. She submitted to the screening process.,0.6131726503,1.152691722,0.5395190716
105,He recognized that his position required avoiding preferential treatment. He distributed resources equally.,0.4659082592,0.9334231019,0.4675148427
106,She felt obligated by the established complaint procedures. She followed the formal grievance process.,0.3141112626,0.7565452456,0.4424339831
107,He understood that regulations mandated safety briefings. He conducted the orientation before starting.,0.6823476553,1.009218454,0.3268707991
108,She recognized that her contract required performance metrics. She submitted monthly progress reports.,0.4110515118,0.9344729185,0.5234214067
109,He felt bound by his obligation to prevent contamination. He sanitized all equipment thoroughly.,0.5722233057,0.5966460109,0.02442270517
110,She understood that protocol required patient consent forms. She obtained signatures before treatment.,0.8809748292,1.029024482,0.1480496526
111,He recognized that regulations prohibited insider trading. He waited until information became public.,0.2009986341,0.5999692082,0.3989705741
112,She felt obligated by her commitment to data protection. She encrypted all sensitive files.,0.5509721637,0.9531244636,0.4021522999
113,He understood that policy required competitive bidding. He solicited multiple quotes.,0.2588046193,0.9298408628,0.6710362434
114,She recognized that her agreement specified quality standards. She rejected the substandard materials.,0.8143113256,1.381361604,0.5670502782
115,He felt bound by his obligation to accurate representation. He disclosed the product limitations.,0.8249487281,0.7354342937,-0.08951443434
116,She understood that regulations required proper waste segregation. She separated recyclables correctly.,0.4092287719,0.8898787498,0.4806499779
117,He recognized that protocol mandated verification procedures. He double-checked all calculations.,0.544873476,0.7571786046,0.2123051286
118,She felt obligated by the terms of the service agreement. She provided the specified warranty period.,0.7547870874,1.219893575,0.4651064873
119,He understood that his position required conflict disclosure. He revealed his prior relationship.,1.114282489,1.184441805,0.07015931606
120,She recognized that policy prohibited unauthorized access. She stayed out of restricted areas.,0.435192734,0.7265027761,0.2913100421
121,He felt bound by his commitment to meeting specifications. He followed the blueprint exactly.,0.5362874269,0.7007663846,0.1644789577
122,She understood that regulations required proper signage. She posted the required warnings.,0.4305010438,1.012683153,0.5821821094
123,He recognized that his contract prohibited disclosure. He kept the negotiations confidential.,0.5115910172,0.9306526184,0.4190616012
124,She felt obligated by established accounting principles. She recorded transactions accurately.,0.5817050934,0.8574514985,0.2757464051
125,He understood that protocol required emergency procedures. He conducted the fire drill monthly.,0.4563719034,1.024823189,0.5684512854
126,She recognized that regulations mandated age verification. She checked identification for purchases.,0.3258733749,0.7502943277,0.4244209528
127,He felt bound by his obligation to maintain standards. He rejected the non-compliant work.,0.8471552134,1.014554739,0.1673995256
128,She understood that policy required documentation retention. She kept all receipts for auditing.,0.4265473485,1.191409826,0.7648624778
129,He recognized that his agreement specified payment terms. He paid within thirty days.,0.4842163622,0.9645444155,0.4803280532
130,She felt obligated by the principle of sequential review. She examined applications in order.,0.3807428181,0.909948051,0.5292052329
131,He understood that regulations required protective equipment. He wore safety gear consistently.,0.6187028885,1.057134151,0.438431263
132,She recognized that protocol prohibited fraternization. She declined the social invitation.,0.528957963,1.113280296,0.5843223333
133,He felt bound by his commitment to objective assessment. He graded without viewing names.,0.4912373126,0.8780075312,0.3867702186
134,She understood that policy mandated regular audits. She scheduled the quarterly review.,1.039130569,1.09627974,0.05714917183
135,He recognized that regulations required licensed operators. He hired only certified personnel.,0.7765408754,0.7498245239,-0.02671635151
136,She felt obligated by her agreement to maintain capacity. She kept adequate staffing levels.,0.3824898303,0.9990200996,0.6165302694
137,He understood that protocol required sterile conditions. He followed contamination prevention procedures.,0.539952457,1.086722016,0.5467695594
138,She recognized that her contract specified service hours. She remained available during designated times.,0.5160995722,1.135417461,0.6193178892
139,He felt bound by his obligation to preserve confidentiality. He secured all client files.,0.6124761105,0.8309224248,0.2184463143
140,She understood that regulations prohibited false advertising. She removed the misleading claims.,0.4374422729,0.8899424076,0.4525001347
141,He recognized that policy required supervisor notification. He informed management of the issue.,0.6754416823,0.9492772818,0.2738355994
142,She felt obligated by the established review process. She submitted her work for approval.,0.411285758,0.8728536963,0.4615679383
143,He understood that his position required current credentials. He renewed his professional license.,0.5968615413,1.266450763,0.6695892215
144,She recognized that protocol mandated witness protection. She concealed the witness identity.,0.6142843962,0.9316319823,0.3173475862
145,He felt bound by his commitment to quality control. He tested every batch produced.,0.4139010608,0.7394606471,0.3255595863
146,She understood that regulations required disclosure statements. She provided the mandatory notices.,0.3756078482,1.062340617,0.686732769
147,He recognized that policy prohibited personal use. He returned the company vehicle nightly.,0.2863917351,0.8438662887,0.5574745536
148,She felt obligated by her agreement to maintain availability. She answered emergency calls promptly.,0.2854252756,0.8613139987,0.5758887231
149,He understood that protocol required proper authorization. He obtained written approval first.,0.397167474,1.035633802,0.6384663284
150,She recognized that regulations mandated training completion. She finished all required modules.,0.9583727717,0.8514223695,-0.1069504023
151,He felt bound by his obligation to accurate billing. He charged only for services rendered.,0.8788473606,0.6968011856,-0.182046175
152,She understood that policy required incident documentation. She wrote detailed occurrence reports.,0.6608268619,1.058472633,0.3976457715
153,He recognized that his contract prohibited moonlighting. He declined the weekend job offer.,0.8356078863,1.11340332,0.277795434
154,She felt obligated by the established grievance timeline. She responded within five business days.,0.2431612909,0.6963844299,0.453223139
155,He understood that regulations required material testing. He verified composition before use.,0.2101591378,0.9756400585,0.7654809207
156,She recognized that protocol mandated supervision ratios. She maintained proper staff coverage.,0.7250673771,1.226285338,0.5012179613
157,He felt bound by his commitment to prevent conflicts. He disclosed his financial interests.,0.4881305099,0.7044661045,0.2163355947
158,She understood that policy required equal opportunity. She posted positions publicly.,0.9302541018,1.237133861,0.3068797588
159,He recognized that regulations specified storage conditions. He maintained proper humidity levels.,0.4721511006,1.132541895,0.6603907943
160,She felt obligated by her agreement to protect property. She secured the premises nightly.,0.6130214334,1.007312059,0.394290626
161,He understood that protocol required contamination testing. He collected samples regularly.,0.350014627,0.9273699522,0.5773553252
162,She recognized that her contract mandated performance reviews. She evaluated employees annually.,0.8731514812,1.049471974,0.1763204932
163,He felt bound by his obligation to maintain impartiality. He recused himself from the decision.,0.5552558899,0.8857457042,0.3304898143
164,She understood that regulations prohibited certain chemicals. She substituted approved alternatives.,0.717828691,1.017093658,0.2992649674
165,He recognized that policy required expense justification. He provided detailed cost breakdowns.,0.2477244437,0.8629227281,0.6151982844
166,She felt obligated by the principle of fair distribution. She allocated time slots equally.,0.7804350257,0.9782786369,0.1978436112
167,He understood that his license required ethical compliance. He followed professional conduct standards.,0.695001781,1.114282012,0.419280231
168,She recognized that protocol mandated safety checks. She inspected equipment before each use.,0.7661173344,0.8878642321,0.1217468977
169,He felt bound by his commitment to transparency. He published all meeting minutes.,0.3350427449,0.650088191,0.3150454462
170,She understood that regulations required permits. She obtained necessary authorizations.,0.5583502054,1.184185624,0.6258354187
171,He recognized that policy prohibited gift acceptance. He declined the client's present.,0.7447288632,1.070031643,0.3253027797
172,She felt obligated by her agreement to maintain quality. She met all specifications consistently.,0.3480925858,1.072694421,0.724601835
173,He understood that protocol required documentation. He photographed all damage thoroughly.,0.5649822354,1.043497205,0.4785149693
174,She recognized that regulations mandated reporting timelines. She submitted findings within 48 hours.,0.6911312938,0.6627012491,-0.02843004465
175,He felt bound by his obligation to prevent fraud. He verified all credentials thoroughly.,0.24837102,0.6116895676,0.3633185476
176,She understood that policy required consensus building. She consulted all stakeholders first.,0.3690507114,1.065515518,0.6964648068
177,He recognized that his contract specified confidentiality. He protected trade secrets carefully.,0.4359197021,1.038304925,0.6023852229
178,She felt obligated by established safety protocols. She conducted risk assessments regularly.,0.4677707255,0.629540503,0.1617697775
179,He understood that regulations prohibited discrimination. He treated all customers identically.,0.597604394,0.8588244319,0.2612200379
180,She recognized that protocol required proper disposal. She followed hazardous waste procedures.,0.2933498323,0.9324539304,0.6391040981
181,He felt bound by his commitment to accuracy. He verified all data entries.,0.2145730108,0.7337139249,0.5191409141
182,She understood that policy mandated security measures. She changed passwords monthly.,0.4646036625,1.10237205,0.6377683878
183,He recognized that regulations required labeling standards. He marked all containers properly.,0.4952742159,0.7164446712,0.2211704552
184,She felt obligated by her agreement to provide updates. She sent progress reports weekly.,0.1279101521,0.7151306272,0.5872204751
185,He understood that protocol prohibited unauthorized changes. He maintained original configurations.,0.5562800169,1.0917027,0.5354226828
186,She recognized that her position required neutral judgment. She avoided personal preferences.,0.9595816731,1.125145197,0.1655635238
187,He felt bound by his obligation to ensure compliance. He monitored regulatory adherence.,0.3481443226,0.7674866319,0.4193423092
188,She understood that policy required proper training. She completed orientation programs.,0.8856197596,1.221863031,0.3362432718
189,He recognized that regulations mandated inspections. He scheduled regular equipment checks.,0.5631361008,0.7011899948,0.138053894
190,She felt obligated by her commitment to follow procedures. She adhered to established protocols.,0.6056995392,0.8667571545,0.2610576153
191,He understood that his contract required exclusivity. He worked only for one employer.,0.7069147229,1.350813866,0.6438991427
192,She recognized that protocol mandated verification steps. She confirmed all information sources.,0.5395154953,0.9326620102,0.3931465149
193,He felt bound by his obligation to maintain records. He preserved all documentation properly.,0.2797417343,0.967559576,0.6878178418
194,She understood that regulations prohibited conflicts of interest. She divested competing investments.,0.5095936656,0.9504227638,0.4408290982
195,He recognized that policy required committee approval. He sought authorization before proceeding.,0.3899474442,0.8654199839,0.4754725397
196,She felt obligated by the established code of conduct. She followed behavioral guidelines strictly.,0.8057656884,0.941686511,0.1359208226
197,He understood that protocol required independent verification. He obtained third-party validation.,0.4217735827,0.9199322462,0.4981586635
198,She recognized that regulations mandated minimum standards. She exceeded baseline requirements.,0.5641561151,0.9256592393,0.3615031242
199,He felt bound by his commitment to professional boundaries. He avoided dual relationships.,0.5236024857,0.9254714251,0.4018689394
200,She understood that policy prohibited retaliation. She treated the whistleblower fairly.,0.5238265991,1.076829314,0.5530027151
201,He recognized that his agreement required status updates. He reported progress regularly.,0.8044250607,0.8695166111,0.06509155035
202,She felt obligated by the principle of due process. She provided appeal opportunities.,0.7420864105,1.127010345,0.3849239349
203,He understood that regulations required certified materials. He sourced from approved vendors.,0.3129549623,0.9098462462,0.596891284
204,She recognized that protocol mandated double-checking. She verified all entries twice.,0.6081747413,0.7727347612,0.16456002
205,He felt bound by his obligation to timely reporting. He submitted documents by deadline.,0.6592580676,0.5389936566,-0.120264411
206,She understood that policy required unanimous consent. She obtained all signatures required.,0.4003389776,1.080375195,0.680036217
207,He recognized that regulations prohibited unauthorized disclosure. He maintained information security.,0.5466220975,0.886628747,0.3400066495
208,She felt obligated by her commitment to equal treatment. She applied rules uniformly.,0.9447368979,0.9731597304,0.02842283249
209,He understood that protocol required calibration records. He documented all adjustments made.,0.4750972688,1.089582682,0.6144854128
210,She recognized that her contract mandated availability hours. She remained reachable as specified.,0.2018156052,0.8992629051,0.6974473
211,He felt bound by his obligation to prevent harm. He reported safety concerns immediately.,0.3797238767,0.5674111247,0.187687248
212,She understood that regulations required continuous monitoring. She checked systems hourly.,0.5084581971,0.9882730842,0.479814887
213,He recognized that policy prohibited favoritism. He distributed assignments randomly.,0.4323230982,0.8096807599,0.3773576617
214,She felt obligated by the established chain of custody. She documented each transfer properly.,0.6568338871,0.961168766,0.3043348789
215,He understood that protocol mandated clean environments. He sanitized workspaces daily.,0.6075454354,0.995597899,0.3880524635
216,She recognized that regulations required impact assessments. She evaluated potential consequences.,0.4994699061,0.8713192344,0.3718493283
217,He felt bound by his commitment to code compliance. He followed building regulations exactly.,0.5041819215,0.783238709,0.2790567875
218,She understood that policy required documentation trails. She maintained complete records.,0.6644948125,1.398641348,0.7341465354
219,He recognized that his agreement prohibited solicitation. He avoided recruiting former colleagues.,0.3560517132,0.8356802464,0.4796285331
220,She felt obligated by the principle of procedural fairness. She gave everyone equal time.,1.092399836,1.211277246,0.1188774109
221,He understood that regulations mandated protective measures. He implemented required safeguards.,0.407989651,1.004041553,0.5960519016
222,She recognized that protocol required proper channels. She submitted requests through management.,0.3615123034,0.9877828956,0.6262705922
223,He felt bound by his obligation to maintain standards. He enforced quality requirements consistently.,0.6159210205,0.9216156006,0.3056945801
224,She understood that policy prohibited personal relationships. She avoided dating coworkers.,0.6799558401,1.251851201,0.5718953609
225,He recognized that regulations required timely disclosure. He reported changes within 24 hours.,0.2748934329,0.6721965075,0.3973030746
226,She felt obligated by her commitment to fair process. She reviewed all submissions equally.,0.5811930299,0.8681981564,0.2870051265
227,He understood that protocol mandated specific procedures. He followed the prescribed method.,0.5534135103,1.127902985,0.5744894743
228,She recognized that her contract required full disclosure. She revealed all relevant information.,0.627302587,0.9517095089,0.3244069219
229,He felt bound by his obligation to maintain neutrality. He avoided taking sides publicly.,0.4652228355,0.8448179364,0.3795951009
230,She understood that regulations prohibited certain practices. She discontinued the banned procedures.,1.040490031,1.250607014,0.2101169825
231,He recognized that policy required merit-based decisions. He selected based on qualifications.,0.6379623413,1.145457268,0.5074949265
232,She felt obligated by the established reporting structure. She notified her direct supervisor.,0.5733314157,0.7612302303,0.1878988147
233,He understood that protocol required witnessed signatures. He arranged for two witnesses.,0.3760794997,1.093205929,0.7171264291
234,She recognized that regulations mandated disclosure timing. She announced changes in advance.,0.4846700132,0.7980077267,0.3133377135
235,He felt bound by his commitment to data security. He encrypted sensitive communications.,0.6842337847,0.7967317104,0.1124979258
236,She understood that policy prohibited external employment. She resigned from her side position.,0.4192227721,1.231102705,0.8118799329
237,He recognized that his agreement required performance standards. He met all contractual obligations.,0.4119593203,0.9433675408,0.5314082205
238,She felt obligated by the principle of transparent pricing. She displayed all costs clearly.,0.4292323887,0.9949237704,0.5656913817
239,He understood that regulations required safety training. He completed all mandatory courses.,0.7294366956,1.052173734,0.3227370381
240,She recognized that protocol mandated equipment checks. She tested devices before use.,0.4443952739,0.9021194577,0.4577241838
241,He felt bound by his obligation to accurate recording. He documented events precisely.,0.4628761113,0.6921555996,0.2292794883
242,She understood that policy required approval hierarchies. She obtained necessary authorizations.,0.3135623634,1.240746498,0.9271841347
243,He recognized that regulations prohibited certain substances. He removed banned materials immediately.,0.2669136524,0.7347257137,0.4678120613
244,She felt obligated by her commitment to standardization. She applied consistent methodologies.,0.9819608927,0.9479269981,-0.03403389454
245,She recognized that taking credit would violate the agreement made with her colleague. She attributed the idea to her teammate.,0.6514547467,1.047968864,0.3965141177
246,He felt bound by the commitment he had given to attend. He arrived at the charity event.,0.3848471344,0.6258677244,0.2410205901
247,She understood that accessing the files would exceed her permitted authority. She left the database untouched.,0.8365991712,1.222496033,0.3858968616
248,He recognized his obligation to report what he had witnessed. He filed the incident report.,0.2918476164,0.3586816192,0.06683400273
249,She felt constrained by the confidentiality agreement she had signed. She kept the information private.,0.4500046968,0.7934642434,0.3434595466
250,He understood that bypassing the queue violated the established procedure. He waited his turn.,0.2488293648,0.9217330217,0.672903657
251,She recognized her responsibility to disclose the conflict of interest. She recused herself from the decision.,0.5184044242,0.7164874077,0.1980829835
252,He felt bound by the terms he had accepted when hired. He completed the training module.,0.5726321936,0.8695731163,0.2969409227
253,She understood that altering the data would breach research protocols. She recorded the actual measurements.,0.5300969481,1.007535219,0.477438271
254,He recognized that keeping the extra change violated the transaction agreement. He returned the money to the cashier.,0.5035758018,0.8928763866,0.3893005848
255,She felt obligated by the custody arrangement they had established. She brought the children back on Sunday.,0.4349828959,0.9180353284,0.4830524325
256,He understood that sharing the password would breach security protocols. He declined to give access.,0.5771011114,0.9010437727,0.3239426613
257,She recognized her duty to follow the safety procedures as written. She wore the protective equipment.,0.6013638973,0.7927148342,0.1913509369
258,He felt bound by the non-disclosure agreement he had signed. He avoided discussing the project details.,0.4915190339,0.5618276596,0.0703086257
259,She understood that removing the tag would violate store policy. She left the merchandise as it was.,0.5718122125,0.7853617668,0.2135495543
260,He recognized his obligation to honor the warranty terms. He provided the replacement part.,0.6325776577,0.76652807,0.1339504123
261,She felt constrained by the voting rules that had been established. She cast only one ballot.,0.7292745113,0.8429306149,0.1136561036
262,He understood that copying the work would violate academic standards. He wrote his own essay.,0.6347867846,0.8631111383,0.2283243537
263,She recognized her responsibility under the lease agreement. She paid the rent by the first.,0.7003163099,0.8330961466,0.1327798367
264,He felt bound by the professional code he had sworn to uphold. He maintained client confidentiality.,0.6656979322,0.8405560255,0.1748580933
265,She understood that using the emergency exit violated building regulations. She took the main stairway.,0.3599551916,0.9143750072,0.5544198155
266,He recognized his duty to follow the chain of command. He reported to his direct supervisor first.,0.4404228628,0.5368584991,0.09643563628
267,She felt obligated by the terms of the settlement. She ceased all public comments.,0.5418812037,0.9898854494,0.4480042458
268,He understood that parking there would violate posted restrictions. He found another spot.,0.4854734838,0.7853083014,0.2998348176
269,She recognized her responsibility to comply with the court order. She appeared at the scheduled time.,0.5444267988,0.56542027,0.02099347115
