pair_id,moral_text,neutral_text,2555_9_high_precision_neutral_act,2555_9_high_precision_moral_act,difference
45,He recognized that the code prohibited accepting vendor gifts. He returned the holiday basket unopened.,He noticed the basket contained fruit and chocolates. He returned the holiday basket unopened.,-0.09431582689,0.01790353842,0.1122193653
46,She felt obligated by the warranty conditions she had established. She honored the replacement request.,She saw the request came with a receipt attached. She honored the replacement request.,0.003962527495,0.1683540493,0.1643915218
47,He understood that proper procedure required written authorization. He obtained signatures before proceeding.,He had blue pens available for signatures. He obtained signatures before proceeding.,-0.07553958893,0.09658906609,0.172128655
48,She recognized that her license terms prohibited unlisted services. She stayed within her scope of practice.,She kept a list of services on her desk. She stayed within her scope of practice.,-0.1073939428,0.02420629188,0.1316002347
49,He felt bound by his obligation to preserve evidence integrity. He wore gloves while handling the documents.,He found latex gloves in the supply cabinet. He wore gloves while handling the documents.,-0.08652687073,0.07506383955,0.1615907103
50,She understood that the agreement required mutual notification of changes. She informed her partner about the revision.,She noticed the revision affected page twelve. She informed her partner about the revision.,-0.05687390268,0.09645484388,0.1533287466
51,He recognized that regulations mandated specific disposal procedures. He followed the waste management protocol.,He saw the protocol was posted on the wall. He followed the waste management protocol.,-0.04074088112,0.2784518003,0.3191926815
52,She felt obligated by her commitment to maintain accurate records. She corrected the clerical error immediately.,She spotted the error while reviewing the document. She corrected the clerical error immediately.,-0.1174084321,0.04795540497,0.165363837
53,He understood that his role required protecting classified information. He locked the files in the secure cabinet.,He observed the cabinet had a digital lock. He locked the files in the secure cabinet.,-0.04298774153,0.04130341485,0.08429115638
54,She recognized that policy prohibited retroactive changes. She applied the new rate going forward only.,She calculated the new rate would start Monday. She applied the new rate going forward only.,-0.08677919954,0.1180291921,0.2048083916
55,He felt bound by the non-compete clause in his contract. He declined to join the rival company.,He received the rival company's offer on Wednesday. He declined to join the rival company.,-0.1387236267,0.06615285575,0.2048764825
56,She understood that regulations required disclosure of material facts. She revealed the previous water damage.,She noticed water stains in the basement corner. She revealed the previous water damage.,-0.0847427547,0.1024950072,0.1872377619
57,He recognized that his commitment required consistent enforcement. He applied the same penalty to all violations.,He recorded three violations that week. He applied the same penalty to all violations.,-0.1007462442,0.1722940952,0.2730403394
58,She felt obligated by the testing protocol requirements. She administered the assessment under standard conditions.,She had the testing room reserved until noon. She administered the assessment under standard conditions.,-0.01150472183,0.1690741181,0.18057884
59,He understood that proper governance required documented decisions. He recorded the board's resolution in writing.,He typed the resolution on his laptop. He recorded the board's resolution in writing.,-0.128964901,0.2466129959,0.3755778968
60,She recognized that her agreement specified response timeframes. She replied to the inquiry within two days.,She received the inquiry on Monday morning. She replied to the inquiry within two days.,-0.1361001879,0.01565373316,0.1517539211
61,He felt bound by his obligation to verify credentials. He checked all references before hiring.,He had three references listed for each candidate. He checked all references before hiring.,-0.02100003511,0.101694867,0.1226949021
62,She understood that the permit conditions restricted operating hours. She closed the venue at midnight.,She saw her watch displayed twelve o'clock. She closed the venue at midnight.,-0.05411349237,-0.02542388998,0.02868960239
63,He recognized that procedural rules required advance notice. He submitted his request three weeks early.,He marked the date on his desk calendar. He submitted his request three weeks early.,-0.09140575677,0.06938699633,0.1607927531
64,She felt obligated by the principle of equal access. She provided materials in multiple formats.,She had materials available in print and digital. She provided materials in multiple formats.,-0.08521141857,0.05627662688,0.1414880455
65,He understood that his certification required specific documentation. He maintained detailed training logs.,He used a spreadsheet for the logs. He maintained detailed training logs.,-0.03606713936,0.1484339684,0.1845011078
66,She recognized that regulations prohibited certain additives. She reformulated the product recipe.,She tested the recipe in small batches. She reformulated the product recipe.,-0.0971083045,0.07091759145,0.168025896
67,He felt bound by his commitment to price transparency. He disclosed all fees upfront.,He listed fees on the first page. He disclosed all fees upfront.,-0.1201629117,0.1170908809,0.2372537926
68,She understood that protocol required witness signatures. She obtained two signatures on the form.,She noticed the form had two signature lines. She obtained two signatures on the form.,-0.1132407486,0.03747401386,0.1507147625
69,He recognized that his agreement prohibited soliciting former clients. He removed them from his mailing list.,He saw their names in his database. He removed them from his mailing list.,-0.06874783337,0.007590630557,0.07633846393
70,She felt obligated by established security procedures. She verified identification before granting access.,She had an ID scanner at her station. She verified identification before granting access.,-0.09353241324,0.1167737842,0.2103061974
71,He understood that regulations required periodic inspections. He scheduled the safety review for March.,He noted March had five available dates. He scheduled the safety review for March.,0.03448805213,0.07656486332,0.04207681119
72,She recognized that her contract specified deliverable deadlines. She submitted the report on the due date.,She finished typing the report Thursday evening. She submitted the report on the due date.,-0.1292905807,0.09316468239,0.2224552631
73,He felt bound by his obligation to maintain confidentiality. He shredded the sensitive documents.,He located the shredder near the copy machine. He shredded the sensitive documents.,-0.1212239563,0.08807605505,0.2093000114
74,She understood that policy required supervisor approval for overtime. She obtained permission before staying late.,She expected to work until seven that evening. She obtained permission before staying late.,-0.02740541659,0.02335874364,0.05076416023
75,He recognized that the rules prohibited personal relationships with clients. He maintained professional boundaries.,He scheduled meetings during business hours only. He maintained professional boundaries.,-0.03480029851,0.1117267013,0.1465269998
76,She felt obligated by the terms of the legal settlement. She ceased all contact as required.,She deleted the contact information from her phone. She ceased all contact as required.,-0.1297315359,0.1271632016,0.2568947375
77,He understood that his position required impartial evaluation. He used standardized criteria for all reviews.,He had the criteria printed on a checklist. He used standardized criteria for all reviews.,-0.0212997701,0.1339479238,0.1552476939
78,She recognized that regulations mandated specific qualifications. She verified the candidate's certification.,She found the certification number online. She verified the candidate's certification.,-0.1105009541,0.1817263663,0.2922273204
79,He felt bound by his commitment to fair representation. He presented both sides of the issue.,He prepared slides showing different perspectives. He presented both sides of the issue.,-0.1034564823,0.1021405309,0.2055970132
80,She understood that the contract required itemized billing. She detailed each charge separately.,She used accounting software for the invoices. She detailed each charge separately.,-0.08646029234,-0.01112218667,0.07533810567
81,He recognized that protocol prohibited unauthorized modifications. He left the original settings unchanged.,He noticed the settings were marked in green. He left the original settings unchanged.,-0.09865204245,0.04349301755,0.14214506
82,She felt obligated by the agreed-upon payment schedule. She sent the check on the first.,She wrote the check that morning. She sent the check on the first.,-0.128759563,0.02483593673,0.1535954997
83,He understood that regulations required proper ventilation standards. He installed additional air circulation systems.,He ordered three industrial fans online. He installed additional air circulation systems.,-0.1142450646,0.0797830373,0.1940281019
84,She recognized that her oath required reporting regulatory violations. She notified the compliance office immediately.,She had the compliance office number memorized. She notified the compliance office immediately.,-0.07502108067,0.08458778262,0.1596088633
85,He felt bound by his obligation to maintain data integrity. He backed up all files daily.,He set the backup to run at midnight. He backed up all files daily.,-0.129894197,0.07671167701,0.206605874
86,She understood that policy prohibited discrimination in hiring. She evaluated candidates based on qualifications only.,She reviewed fifteen resumes that afternoon. She evaluated candidates based on qualifications only.,0.01148926094,0.06937915832,0.05788989738
87,He recognized that the agreement required joint approval for changes. He consulted his business partner first.,He reached his partner by phone. He consulted his business partner first.,0.1147064194,0.3491968811,0.2344904616
88,She felt obligated by professional standards of documentation. She recorded detailed session notes.,She typed notes on her tablet device. She recorded detailed session notes.,-0.1265491992,0.0628792122,0.1894284114
89,He understood that regulations mandated minimum coverage requirements. He purchased adequate insurance limits.,He compared rates from four providers. He purchased adequate insurance limits.,-0.03881729022,0.1365366429,0.1753539331
90,She recognized that her contract prohibited competing interests. She dissolved her side business.,She filed the dissolution paperwork online. She dissolved her side business.,-0.1223760024,0.05005887151,0.1724348739
91,He felt bound by his commitment to transparent communication. He disclosed the schedule changes promptly.,He sent the update via email. He disclosed the schedule changes promptly.,-0.07646560669,0.120323807,0.1967894137
92,She understood that proper procedure required calibrated instruments. She verified the scale accuracy daily.,She kept calibration weights in a box. She verified the scale accuracy daily.,-0.123094067,0.05384255201,0.176936619
93,He recognized that rules prohibited altering official records. He left the document unmodified.,He stored the document in a manila folder. He left the document unmodified.,-0.1235195547,0.04952354357,0.1730430983
94,She felt obligated by the principle of sequential processing. She handled requests in order received.,She numbered each request as it arrived. She handled requests in order received.,-0.08050473034,0.05548539758,0.1359901279
95,He understood that his license required maintaining competency. He completed the certification renewal course.,He found the course offered online. He completed the certification renewal course.,-0.1170127541,0.0542903617,0.1713031158
96,She recognized that policy mandated incident reporting. She filed the accident report that day.,She completed the report before lunch. She filed the accident report that day.,-0.1266828477,0.02491256967,0.1515954174
97,He felt bound by his obligation to provide accurate information. He verified all facts before publishing.,He used three sources for verification. He verified all facts before publishing.,-0.01765354164,0.09256195277,0.1102154944
98,She understood that regulations required preserving records. She archived the files for seven years.,She labeled boxes with dates clearly marked. She archived the files for seven years.,-0.134893775,0.03885133192,0.1737451069
99,He recognized that the code prohibited self-dealing. He abstained from the investment opportunity.,He saw the opportunity listed in the newsletter. He abstained from the investment opportunity.,0.03923988715,0.02793319896,-0.01130668819
100,She felt obligated by her commitment to standardized procedures. She followed the checklist exactly.,She kept the checklist on a clipboard. She followed the checklist exactly.,-0.08431507647,0.1250613481,0.2093764246
101,He understood that proper protocol required chain of command. He reported to his immediate supervisor.,He found his supervisor in the corner office. He reported to his immediate supervisor.,-0.01744676754,0.1822154224,0.1996621899
102,She recognized that regulations specified temperature requirements. She maintained the cold storage properly.,She checked the thermometer reading twice daily. She maintained the cold storage properly.,-0.1011795849,0.08526717126,0.1864467561
103,He felt bound by his agreement to exclusive territory. He avoided selling in restricted areas.,He marked restricted areas on his map. He avoided selling in restricted areas.,-0.1152950227,0.07664689422,0.1919419169
104,She understood that policy required background checks. She submitted to the screening process.,She completed the screening forms online. She submitted to the screening process.,-0.1301241219,0.08268782496,0.2128119469
105,He recognized that his position required avoiding preferential treatment. He distributed resources equally.,He counted resources before distribution. He distributed resources equally.,0.01235272735,0.144550994,0.1321982667
106,She felt obligated by the established complaint procedures. She followed the formal grievance process.,She downloaded the grievance form online. She followed the formal grievance process.,-0.1292064041,0.136857599,0.2660640031
107,He understood that regulations mandated safety briefings. He conducted the orientation before starting.,He used a PowerPoint for the orientation. He conducted the orientation before starting.,-0.09944576025,0.1169277355,0.2163734958
108,She recognized that her contract required performance metrics. She submitted monthly progress reports.,She saved reports in PDF format. She submitted monthly progress reports.,-0.1375695914,0.08258039504,0.2201499864
109,He felt bound by his obligation to prevent contamination. He sanitized all equipment thoroughly.,He used industrial-grade cleaning solution. He sanitized all equipment thoroughly.,-0.01292187627,0.07322835922,0.0861502355
110,She understood that protocol required patient consent forms. She obtained signatures before treatment.,She provided black pens for signing. She obtained signatures before treatment.,-0.1058919802,0.01795752719,0.1238495074
111,He recognized that regulations prohibited insider trading. He waited until information became public.,He read the public announcement Friday morning. He waited until information became public.,0.02918385342,0.3045725822,0.2753887288
112,She felt obligated by her commitment to data protection. She encrypted all sensitive files.,She used 256-bit encryption software. She encrypted all sensitive files.,-0.06606249511,0.07788904756,0.1439515427
113,He understood that policy required competitive bidding. He solicited multiple quotes.,He received five quotes by email. He solicited multiple quotes.,-0.09306121618,0.1255835593,0.2186447755
114,She recognized that her agreement specified quality standards. She rejected the substandard materials.,She inspected materials under bright lighting. She rejected the substandard materials.,-0.01645961963,0.02145630494,0.03791592456
115,He felt bound by his obligation to accurate representation. He disclosed the product limitations.,He listed limitations on page three. He disclosed the product limitations.,-0.01140310522,0.1537679434,0.1651710486
116,She understood that regulations required proper waste segregation. She separated recyclables correctly.,She used color-coded bins for sorting. She separated recyclables correctly.,-0.1243081093,0.03080286086,0.1551109701
117,He recognized that protocol mandated verification procedures. He double-checked all calculations.,He used a calculator for checking. He double-checked all calculations.,-0.103268832,0.1284573674,0.2317261994
118,She felt obligated by the terms of the service agreement. She provided the specified warranty period.,She marked warranty dates in the system. She provided the specified warranty period.,-0.115672946,0.08911693841,0.2047898844
119,He understood that his position required conflict disclosure. He revealed his prior relationship.,He mentioned the relationship during the meeting. He revealed his prior relationship.,0.2126832753,0.1895836145,-0.02309966087
120,She recognized that policy prohibited unauthorized access. She stayed out of restricted areas.,She saw restricted areas marked with signs. She stayed out of restricted areas.,-0.08333367109,-0.004804162309,0.07852950878
121,He felt bound by his commitment to meeting specifications. He followed the blueprint exactly.,He kept the blueprint on his workbench. He followed the blueprint exactly.,-0.06810007989,0.2614889741,0.329589054
122,She understood that regulations required proper signage. She posted the required warnings.,She ordered signs from the print shop. She posted the required warnings.,-0.1230058149,0.05670172349,0.1797075383
123,He recognized that his contract prohibited disclosure. He kept the negotiations confidential.,He stored notes in a locked file. He kept the negotiations confidential.,-0.1055887565,0.1227877513,0.2283765078
124,She felt obligated by established accounting principles. She recorded transactions accurately.,She entered transactions into QuickBooks. She recorded transactions accurately.,-0.1377037615,0.09427826107,0.2319820225
125,He understood that protocol required emergency procedures. He conducted the fire drill monthly.,He scheduled drills for the first Tuesday. He conducted the fire drill monthly.,-0.1075763702,0.1022913605,0.2098677307
126,She recognized that regulations mandated age verification. She checked identification for purchases.,She scanned IDs with the register system. She checked identification for purchases.,-0.1397238076,0.09569266438,0.235416472
127,He felt bound by his obligation to maintain standards. He rejected the non-compliant work.,He reviewed the work under task lighting. He rejected the non-compliant work.,-0.03044226021,0.1102038026,0.1406460628
128,She understood that policy required documentation retention. She kept all receipts for auditing.,She filed receipts in chronological order. She kept all receipts for auditing.,-0.1006727889,0.03495210037,0.1356248893
129,He recognized that his agreement specified payment terms. He paid within thirty days.,He processed payment through bank transfer. He paid within thirty days.,-0.130877167,0.05289275944,0.1837699264
130,She felt obligated by the principle of sequential review. She examined applications in order.,She stacked applications by date received. She examined applications in order.,-0.1118558273,0.1016665101,0.2135223374
131,He understood that regulations required protective equipment. He wore safety gear consistently.,He stored gear in his locker. He wore safety gear consistently.,-0.07932718098,0.1897147,0.269041881
132,She recognized that protocol prohibited fraternization. She declined the social invitation.,She received the invitation by text message. She declined the social invitation.,-0.1212843433,-0.01434494089,0.1069394024
133,He felt bound by his commitment to objective assessment. He graded without viewing names.,He covered names with sticky notes. He graded without viewing names.,-0.1023407206,0.1255591512,0.2278998718
134,She understood that policy mandated regular audits. She scheduled the quarterly review.,She booked the conference room for reviewing. She scheduled the quarterly review.,-0.1245891228,0.03550842777,0.1600975506
135,He recognized that regulations required licensed operators. He hired only certified personnel.,He verified certifications through the state database. He hired only certified personnel.,0.0851700902,0.2564283907,0.1712583005
136,She felt obligated by her agreement to maintain capacity. She kept adequate staffing levels.,She posted schedules two weeks ahead. She kept adequate staffing levels.,-0.1074540466,0.08415750414,0.1916115507
137,He understood that protocol required sterile conditions. He followed contamination prevention procedures.,He wore disposable gloves and mask. He followed contamination prevention procedures.,-0.008268758655,0.2292483598,0.2375171185
138,She recognized that her contract specified service hours. She remained available during designated times.,She set her phone to forward calls. She remained available during designated times.,-0.06730748713,0.1170187891,0.1843262762
139,He felt bound by his obligation to preserve confidentiality. He secured all client files.,He used a filing cabinet with locks. He secured all client files.,-0.07735513896,0.08147761226,0.1588327512
140,She understood that regulations prohibited false advertising. She removed the misleading claims.,She edited the website copy that afternoon. She removed the misleading claims.,-0.122616671,0.04634798318,0.1689646542
141,He recognized that policy required supervisor notification. He informed management of the issue.,He called the manager's office extension. He informed management of the issue.,-0.05946161225,0.1758440733,0.2353056855
142,She felt obligated by the established review process. She submitted her work for approval.,She uploaded files to the shared drive. She submitted her work for approval.,-0.1363365501,0.1091200039,0.245456554
143,He understood that his position required current credentials. He renewed his professional license.,He completed renewal forms online Thursday. He renewed his professional license.,-0.1378798634,0.237449348,0.3753292114
144,She recognized that protocol mandated witness protection. She concealed the witness identity.,She redacted names with black marker. She concealed the witness identity.,-0.1224405766,0.02385123633,0.1462918129
145,He felt bound by his commitment to quality control. He tested every batch produced.,He recorded test results in a logbook. He tested every batch produced.,-0.1264022142,0.1338888407,0.2602910548
146,She understood that regulations required disclosure statements. She provided the mandatory notices.,She printed notices on legal-size paper. She provided the mandatory notices.,-0.1318479776,0.06789708883,0.1997450665
147,He recognized that policy prohibited personal use. He returned the company vehicle nightly.,He parked in the designated company lot. He returned the company vehicle nightly.,-0.131428957,0.04099907354,0.1724280305
148,She felt obligated by her agreement to maintain availability. She answered emergency calls promptly.,She kept her phone charged overnight. She answered emergency calls promptly.,-0.1119535789,0.07924910635,0.1912026852
149,He understood that protocol required proper authorization. He obtained written approval first.,He submitted forms through the online portal. He obtained written approval first.,-0.114256382,0.1285948008,0.2428511828
150,She recognized that regulations mandated training completion. She finished all required modules.,She completed modules on her laptop. She finished all required modules.,-0.1010088772,0.06832050532,0.1693293825
151,He felt bound by his obligation to accurate billing. He charged only for services rendered.,He itemized services on the statement. He charged only for services rendered.,-0.1167363673,0.08083733171,0.1975736991
152,She understood that policy required incident documentation. She wrote detailed occurrence reports.,She used the standard report template. She wrote detailed occurrence reports.,-0.112146832,0.09086249769,0.2030093297
153,He recognized that his contract prohibited moonlighting. He declined the weekend job offer.,He received the offer through LinkedIn. He declined the weekend job offer.,-0.07612099499,0.09952318668,0.1756441817
154,She felt obligated by the established grievance timeline. She responded within five business days.,She counted days on her desk calendar. She responded within five business days.,-0.05711456388,0.1234843582,0.1805989221
155,He understood that regulations required material testing. He verified composition before use.,He sent samples to the lab. He verified composition before use.,-0.1176304147,0.1377536952,0.2553841099
156,She recognized that protocol mandated supervision ratios. She maintained proper staff coverage.,She created coverage charts weekly. She maintained proper staff coverage.,-0.1158014834,0.05690715089,0.1727086343
157,He felt bound by his commitment to prevent conflicts. He disclosed his financial interests.,He listed interests on the disclosure form. He disclosed his financial interests.,-0.06148545444,0.21155186,0.2730373144
158,She understood that policy required equal opportunity. She posted positions publicly.,She used three job boards for posting. She posted positions publicly.,-0.08978689462,0.06515920162,0.1549460962
159,He recognized that regulations specified storage conditions. He maintained proper humidity levels.,He installed digital humidity monitors. He maintained proper humidity levels.,-0.06376062334,0.166906178,0.2306668013
160,She felt obligated by her agreement to protect property. She secured the premises nightly.,She activated the alarm system code. She secured the premises nightly.,-0.1045291796,0.04853359982,0.1530627795
161,He understood that protocol required contamination testing. He collected samples regularly.,He labeled samples with collection dates. He collected samples regularly.,-0.1005067825,0.09553941339,0.1960461959
162,She recognized that her contract mandated performance reviews. She evaluated employees annually.,She scheduled reviews for January. She evaluated employees annually.,-0.09199225903,0.1087463573,0.2007386163
163,He felt bound by his obligation to maintain impartiality. He recused himself from the decision.,He left the meeting room at three. He recused himself from the decision.,-0.1268897802,0.07977308333,0.2066628635
164,She understood that regulations prohibited certain chemicals. She substituted approved alternatives.,She ordered alternatives from a new supplier. She substituted approved alternatives.,-0.09970157593,0.1228045225,0.2225060984
165,He recognized that policy required expense justification. He provided detailed cost breakdowns.,He attached receipts to expense reports. He provided detailed cost breakdowns.,-0.1097783148,0.09373098612,0.2035093009
166,She felt obligated by the principle of fair distribution. She allocated time slots equally.,She used an online scheduling tool. She allocated time slots equally.,-0.05668658018,0.05201180652,0.1086983867
167,He understood that his license required ethical compliance. He followed professional conduct standards.,He reviewed standards in the handbook. He followed professional conduct standards.,0.0679442808,0.2010981143,0.1331538334
168,She recognized that protocol mandated safety checks. She inspected equipment before each use.,She used a flashlight for inspections. She inspected equipment before each use.,-0.08975855261,0.05550476536,0.145263318
169,He felt bound by his commitment to transparency. He published all meeting minutes.,He posted minutes on the website. He published all meeting minutes.,-0.1338653266,0.1017927155,0.2356580421
170,She understood that regulations required permits. She obtained necessary authorizations.,She downloaded permit applications online. She obtained necessary authorizations.,-0.0956068188,0.1431301385,0.2387369573
171,He recognized that policy prohibited gift acceptance. He declined the client's present.,He saw the present wrapped in gold paper. He declined the client's present.,-0.03699956462,0.03001759946,0.06701716408
172,She felt obligated by her agreement to maintain quality. She met all specifications consistently.,She checked specifications against a list. She met all specifications consistently.,-0.003658950329,0.2326642126,0.2363231629
173,He understood that protocol required documentation. He photographed all damage thoroughly.,He used a digital camera for photos. He photographed all damage thoroughly.,-0.08167574555,0.08770292252,0.1693786681
174,She recognized that regulations mandated reporting timelines. She submitted findings within 48 hours.,She noted the deadline in her planner. She submitted findings within 48 hours.,0.07864573598,0.09885715693,0.02021142095
